longitude,latitude,laci,newPlot
123.6374588,42.06903839,16653-68012301,1162
123.6206512,42.02434921,16653-60306051,1163
123.5963287,41.96289825,16653-67539724,1164
123.5743866,41.91397858,16652-60353944,1165
123.7081604,42.18304062,16863-12012164,1166
123.4840012,41.89785004,16889-67279884,1167
123.2017288,41.71818924,16651-67186700,1168
123.2838364,41.76004028,16651-67946529,1169
123.3952179,41.79211044,16655-12599940,462
123.3370285,41.77954865,16404-13085581,1170
123.1545181,41.69551086,16400-234912564,1171
123.1545181,41.69551086,16400-234912524,1171
123.3827209,41.7816391,16406-235016460,673
123.2160034,41.71017838,16651-235245579,1172
123.2857819,41.76367188,16651-2187277,1173
123.3824234,41.81240845,16887-235225365,1174
123.3772736,41.86899948,16797-61356675,1175
123.4342117,41.94113159,16886-13063045,345
122.8400497,41.60472107,16392-12958851,1176
123.3867416,41.85422134,16792-61404803,1177
123.386528,41.80400848,16887-67645236,351
123.4263763,41.90893936,16886-67516221,1178
123.4173279,41.85960007,16792-2564659,664
123.3904877,41.83256912,16409-235155252,476
123.3762512,41.83967972,16409-12626593,1179
123.4154205,41.87474823,16792-67543052,933
123.3945389,41.82746124,16409-67646987,1180
123.386528,41.80400848,16887-67645235,351
123.3863525,41.85971832,16797-67962124,1181
123.3731918,41.79338837,16794-2548275,455
123.3824997,41.85578918,16797-67845182,1182
123.3837967,41.80358124,16887-2376204,1183
123.3952179,41.79211044,16655-12599939,462
123.419281,41.80438995,16789-67569471,809
123.419281,41.80438995,16789-67569421,809
123.4154205,41.80363083,16789-67581236,253
123.4201736,41.80741119,16789-67574323,1184
123.398613,41.73863983,16788-235020575,1185
123.3974915,41.79610062,16655-67442700,916
123.419281,41.80438995,16789-67569461,809
123.419281,41.80438995,16789-67569470,809
123.4154205,41.80363083,16789-67581235,253
123.4596024,41.79330063,16407-67190029,971
123.3898392,41.80075073,16887-67133963,1186
123.4431763,41.80604172,16885-13046925,1187
123.3898392,41.80075073,16887-67134003,1186
123.4551086,41.8017807,16407-235149333,640
123.4543991,41.80009079,16407-67197237,139
123.4578171,41.79201126,16407-67188747,1188
123.4421463,41.8010788,16407-67197757,7
123.4273224,41.80459976,16789-67437069,648
123.3931732,41.80286026,16887-67650081,434
123.4596024,41.79330063,16407-67190077,971
123.4042511,41.80353928,16789-67437619,397
123.3915787,41.80102158,16887-235038485,1189
123.4115295,41.76802826,16788-67466036,536
123.4115295,41.76802826,16788-67466047,536
123.4359436,41.80569839,16789-67507211,8
122.5874863,41.49055862,16768-71207180,1190
122.4196472,41.39508057,16459-71101236,1191
122.4152832,41.42382813,16768-1123339,1192
122.6752625,41.52082062,16649-67154484,641
123.2769623,41.79283142,16654-68026123,1193
123.3355484,41.82492065,16888-67998477,122
123.3894806,41.81341171,16887-67645492,255
123.4052582,41.76921844,16788-67464766,1194
123.4115295,41.76802826,16788-67466035,536
123.4052582,41.76921844,16788-67464756,1194
123.4115295,41.76802826,16788-67466045,536
123.4115295,41.76802826,16788-67465995,536
123.4176025,41.76934052,16788-67464461,1086
123.3498383,41.8263092,16887-67852084,331
123.4359436,41.80569839,16789-67483915,8
123.4334717,41.80762863,16789-68061973,1195
123.4200363,41.77246094,16401-60622477,1196
123.4206314,41.77333832,16401-234997516,1197
123.4334717,41.80762863,16789-68061975,1195
123.4359436,41.80569839,16789-67483955,8
123.4334717,41.80762863,16789-67941653,1195
122.6453094,41.50831985,16649-60151684,1198
122.8392563,41.57275009,16392-234994443,1199
123.4345474,41.81629181,16789-68102668,300
123.4176025,41.76934052,16788-67464459,1086
122.5184174,41.46577835,16768-71182604,1200
123.4336624,41.80892181,16789-67784982,1201
123.2914124,41.79673004,16654-67902220,1202
122.4341507,41.4311409,16768-235569675,1203
123.0549316,41.70753098,16400-60144516,792
123.3644714,41.82093811,16887-67653171,888
123.4312515,41.80846024,16789-67475507,2
123.4123306,41.77627945,16401-67471167,1013
122.9904327,41.67195892,16392-235103501,1204
122.8392563,41.57275009,16392-234994444,1199
123.1976089,41.76462173,16389-67890699,1205
123.156723,41.75040054,16400-235095563,1206
123.1672897,41.76432037,16389-68000269,1207
123.2181168,41.78538895,16389-2584333,1208
123.4295883,41.81406021,16789-2492684,341
123.4105377,41.77233124,16788-67463221,1209
123.0693588,41.71731949,16400-60144771,1210
123.4589996,41.80213165,16407-67198731,155
123.4596024,41.80141068,16883-12943245,1211
123.4591217,41.80324173,16407-2507541,1212
123.4589996,41.80213165,16407-67198771,155
123.4578171,41.79201126,16407-67188787,1188
123.4596024,41.79330063,16407-67190079,971
123.4596024,41.79330063,16407-67190067,971
123.439003,41.88740921,16408-67542285,1213
123.4289474,41.88792038,16408-67540749,1214
123.4725494,41.7972908,16793-67384115,1215
123.4286728,41.77970123,16882-67581758,1216
123.3995667,41.80458832,16789-67574069,478
123.4191208,41.72761154,16650-67534399,1217
123.4671783,41.73907852,16883-67480884,1218
123.5344696,41.75907135,16791-61679236,1219
123.3318024,41.7969017,16654-2523405,1220
123.4211426,41.87368011,16792-67541516,1221
123.4166412,41.77536011,16401-67461409,196
123.4311981,41.77828979,16882-67570749,1222
123.4378204,41.75955963,16402-67508491,16
123.4277878,41.76531982,16788-67467327,203
123.4263535,41.81867981,16789-67272499,324
123.4573898,41.83285141,16645-54544209,1223
123.4085617,41.92082977,16886-67561013,361
123.3918686,41.71324921,16642-235007509,1224
123.4723511,41.74560928,16883-67486773,573
123.4027786,41.77338028,16788-67462453,1225
123.4123306,41.77627945,16401-67471115,1013
123.416893,41.88285065,16408-60158349,1226
123.4272537,41.88264847,16792-67405835,1227
123.3462982,41.78725052,16388-67926047,167
123.3968201,41.77841949,16884-2271038,119
123.4671783,41.73907852,16883-67717428,1218
123.4930496,41.8103981,16793-67274273,1228
123.435997,41.89133835,16408-67755808,1229
123.4023819,41.91941833,16886-12787597,1230
123.4010696,41.92132187,16886-67767574,1231
123.4168396,41.78324127,16401-67452735,176
123.4301224,41.89289856,16408-67549727,1232
123.4265137,41.76845932,16402-67465268,1233
123.4715424,41.79465103,16793-67190796,1234
123.4704819,41.80458832,16885-2579774,517
123.4009628,41.91902924,16886-67524414,370
123.410408,41.84408951,16644-67649035,1235
123.408577,41.8121109,16789-2165003,1236
123.4286728,41.81935883,16789-12639641,333
123.3761292,41.76623917,16643-59787020,1237
123.4133606,41.82601166,16644-67291198,75
123.4135666,41.82630157,16644-60315789,1238
123.3968201,41.77841949,16884-2271027,119
123.4133606,41.82601166,16644-67291197,75
123.3903275,41.77053833,16788-12617122,938
123.4014435,41.7567215,16788-67552309,191
123.3922501,41.76182175,16788-2282763,118
123.3993683,41.75222015,16788-67738430,474
123.3785324,41.80574036,16887-67671103,607
123.3952103,41.7324791,16650-2450187,1239
123.3762817,41.8028717,16794-67287860,53
123.3726807,41.79486084,16794-2563349,445
123.3762817,41.8028717,16794-67287870,53
123.3762817,41.8028717,16794-67287871,53
123.3698502,41.80355072,16794-67653695,626
123.3919373,41.72935104,16650-67931937,1240
123.7475815,41.43323898,16689-2911756,1241
123.7278976,41.46519852,16689-61590915,1242
123.4654388,41.71445847,16650-2292236,1243
123.4607391,41.80451965,16885-67201599,646
123.4607391,41.80451965,16885-67201597,646
123.4608994,41.8087883,16885-67202571,638
123.4568787,41.81090164,16885-67206412,601
123.4605713,41.8141098,16885-2567436,1244
123.4595413,41.81719971,16885-67210763,1245
123.4595413,41.81719971,16885-67210765,1245
123.4572067,41.81924057,16395-67211787,144
123.396843,41.87870026,16792-234919200,1140
123.4625397,41.80088043,16407-2315797,1246
123.4266891,41.83444977,16644-60010381,1247
123.3976288,41.87464142,16792-249670667,1248
123.402832,41.88272858,16408-67733773,1249
123.4610901,41.81003189,16885-67204619,637
123.4595413,41.81719971,16885-67210764,1245
123.4061737,41.83095169,16644-67668275,1250
123.4256592,41.82775879,16644-235158027,1251
123.43573,41.82846069,16644-234976779,313
123.4605713,41.8141098,16885-2567476,1244
123.4409027,41.80662155,16789-235216662,1252
123.2838364,41.76004028,16651-67946528,1169
123.4396362,41.80488968,16789-67200819,1
123.275528,41.75814056,16651-67878923,1253
123.3152695,41.76459885,16404-67617567,679
123.3462982,41.78725052,16388-67926049,167
123.2815781,41.75798035,16651-249691917,1254
123.3633804,41.78763962,16406-67673101,715
123.4320221,41.80392075,16789-67494965,11
123.2888489,41.75759125,16651-67961149,834
123.375473,41.78802109,16794-2201109,1255
123.3723373,41.78535843,16406-67768587,1256
123.2815781,41.75798035,16651-249691915,1254
123.275528,41.75814056,16651-67878924,1253
123.316597,41.76611328,16404-2165557,1257
123.3570938,41.83414078,16409-12595589,1258
123.3599625,41.83293915,16409-60671117,1259
123.3570938,41.83414078,16409-12595619,1258
123.3570938,41.83414078,16409-12595609,1258
123.34655,41.83549881,16888-249686069,758
123.3556976,41.83386993,16888-2354197,1260
123.3991394,41.82085037,16409-67652109,61
123.393837,41.82297134,16409-67646261,390
123.3704987,41.8051796,16794-67634957,54
123.3834686,41.82920456,16409-249684275,1261
123.400322,41.82603073,16644-67668533,658
123.4002914,41.8290596,16644-235157772,1262
123.3762817,41.8028717,16794-67287819,53
123.380722,41.80303955,16887-67682849,1263
123.3794479,41.80091095,16794-2166324,1264
123.3667297,41.79542923,16794-67635467,1265
123.4358063,41.82077026,16885-68094241,1266
123.4172211,41.8232193,16644-60105860,87
123.405571,41.81143188,16789-68076044,761
123.4013596,41.81610107,16887-235154996,1267
123.3481064,41.80242157,16388-67689503,408
123.3410873,41.80221176,16388-2524211,1268
123.3896103,41.78142929,16884-67455039,1269
123.4109268,41.82249069,16644-67298571,67
123.378067,41.83440018,16409-60302211,1270
123.3755112,41.83227158,16409-235155979,759
123.3731995,41.82484818,16409-67654963,1271
123.380722,41.80303955,16887-67682848,1263
123.3720779,41.82276917,16409-67646773,1272
123.4208603,41.81906128,16789-67295499,317
123.3827209,41.7816391,16406-235016500,673
123.3785324,41.80574036,16887-67671093,607
123.4014587,41.80643845,16789-55568713,437
123.3633804,41.78763962,16406-67673100,715
123.3412094,41.77822876,16388-12810903,1056
123.4935074,41.8395195,16645-234948108,1273
123.3780212,41.8158493,16887-67638334,635
123.3350372,41.80302811,16388-61397891,1274
123.3412476,41.78841019,16388-67417355,1275
123.3827209,41.7816391,16406-235016459,673
123.3784103,41.78406906,16406-67684925,1276
123.3780518,41.78899002,16794-60294787,1277
123.3706284,41.81869888,16887-67638067,1049
123.3646774,41.8122406,16887-2160396,503
123.4935074,41.8395195,16645-234948149,1273
123.4355392,41.83058929,16644-61362307,1278
123.3268814,41.81354141,16888-67672116,701
123.3303223,41.80522919,16654-60129155,749
123.3575592,41.81301117,16887-249594932,1279
123.3815536,41.79856873,16794-12594840,263
123.2973709,41.7734108,16404-67904051,1280
123.3349609,41.79600906,16388-67427123,1281
123.35466,41.79874039,16388-235149118,1053
123.3355789,41.79264832,16388-67425333,1004
123.3421097,41.78033066,16388-67846431,1282
123.3720779,41.82276917,16409-67646782,1272
123.3514862,41.77460098,16643-67660576,747
123.3755569,41.80070877,16794-13084557,764
123.379837,41.83905029,16409-61682564,1283
123.3435593,41.7845192,16388-13086349,1284
123.356308,41.80183029,16794-67649588,1058
123.3498383,41.8263092,16887-67852085,331
123.3412094,41.77822876,16388-12810904,1056
123.3622818,41.80791092,16794-67635253,1285
123.3488464,41.79114151,16388-2515212,163
123.3373718,41.83132935,16888-12614276,1286
123.43573,41.82846069,16644-234976819,313
123.3644791,41.7935791,16406-2230029,1287
123.4437332,41.81024933,16885-67204875,532
123.3772964,41.78836823,16794-67662624,1288
123.3644791,41.7935791,16406-2230027,1287
123.3686371,41.79207993,16794-67674943,732
123.3718033,41.79592896,16794-235152190,452
123.3714981,41.79351044,16883-12939405,1125
123.3602676,41.7938385,16406-67641613,742
123.4697189,41.80329132,16793-235010837,629
123.3784103,41.78406906,16406-67684915,1276
123.4649277,41.80207825,16407-67128086,630
123.3633804,41.78763962,16406-67673151,715
123.3602676,41.7938385,16406-67641653,742
123.3686371,41.79207993,16794-67674941,732
123.4638138,41.80162811,16407-68100128,153
123.4631805,41.80300903,16407-67110964,913
123.3802185,41.79629135,16883-12940173,1129
123.3780518,41.78899002,16794-60294788,1277
123.4195023,41.79898071,16640-67440181,486
123.4267578,41.80054855,16640-67577868,649
123.4236679,41.79983139,16640-67438901,192
123.4267578,41.80054855,16640-67577907,649
123.4209595,41.78144836,16401-67455283,1289
123.4359436,41.80569839,16789-67483916,8
123.452507,41.78591919,16882-67184948,1290
123.4590988,41.78776169,16646-67185716,611
123.452507,41.78591919,16882-67184908,1290
123.4543076,41.78451157,16882-60114829,1291
123.4570999,41.78989029,16646-54584648,1292
123.5307312,41.74654007,16791-12809111,1293
123.4570999,41.78989029,16646-54584649,1292
123.4535294,41.78924179,16882-2171700,1294
123.4610367,41.78752899,16646-60026253,1295
123.5307312,41.74654007,16791-2432780,1293
123.4590988,41.78776169,16646-67185675,611
123.452507,41.78591919,16882-67184909,1290
123.4570999,41.78989029,16646-54584647,1292
123.4512634,41.78760147,16882-235184437,961
123.452507,41.78591919,16882-67184959,1290
123.5130081,41.74718094,16791-67575613,1296
123.5116196,41.74945831,16791-67556877,1297
123.452507,41.78591919,16882-67184949,1290
123.4738388,41.76929092,16396-67264821,1298
123.4562531,41.78660965,16646-67185213,1299
123.4061737,41.83095169,16644-67668285,1250
123.4045029,41.76560974,16788-67466271,1300
123.4045029,41.76560974,16788-67466273,1300
123.4140396,41.79716873,16789-68038165,1301
123.4138184,41.79597855,16655-67441981,265
123.4045029,41.76560974,16788-67466303,1300
123.4028625,41.77616882,16884-67460363,293
123.3991394,41.7686882,16788-67465012,1302
123.4065475,41.76696014,16788-61708429,1075
123.4475174,41.79740906,16883-12942477,1123
123.4027786,41.77338028,16788-67462413,1225
123.3991394,41.7686882,16788-67464971,1302
123.4061737,41.83095169,16644-67668237,1250
123.3991394,41.7686882,16788-67465013,1302
123.4543991,41.80009079,16407-67197197,139
123.4200363,41.77737045,16401-67577119,1303
123.4105988,41.8341217,16644-67686197,1304
123.4052582,41.76921844,16788-67464715,1194
123.4421463,41.8010788,16407-67197749,7
123.3891907,41.78546906,16884-67925279,806
123.4159698,41.7686615,16788-61708173,1305
123.4115295,41.76802826,16788-67466046,536
123.3974915,41.79610062,16655-67442741,916
123.3974915,41.79610062,16642-2180915,916
123.4115295,41.76802826,16788-67465997,536
123.4041519,41.65242004,16642-235014933,1306
123.3996277,41.69952011,16642-67315980,829
123.4019775,41.78142166,16401-67584779,274
123.4168015,41.77732849,16401-67459389,1307
123.4134979,41.78467178,16401-67579955,1308
123.3987732,41.65663147,16642-249678091,116
123.4072418,41.6687088,16642-61402509,1309
123.2502594,41.39519119,16866-69721101,1310
123.2049103,41.36706161,16866-237074495,1311
122.8225937,41.08805847,16727-11843341,1312
123.3117065,41.68284988,16650-235020872,1313
122.8650894,41.12710953,16770-1286412,1314
123.312912,41.6319313,16648-67546892,1315
123.318512,41.65444946,16648-67561781,822
123.3226318,41.41409683,16727-69727795,1316
123.3224335,41.66716003,16648-67538229,936
123.3046265,41.4851799,16866-237004043,878
123.4021606,41.8132515,16789-67677965,756
123.3981628,41.81435013,16887-67691828,1317
123.4052505,41.81732178,16644-2236211,496
123.3128815,41.84870911,16888-68025661,800
123.3128815,41.84870911,16888-68025651,800
123.3981628,41.81435013,16887-67691808,1317
123.4050217,41.81324005,16789-60014989,1318
123.3415833,41.83486938,16888-67869453,133
123.3611298,41.85953903,16797-55509065,1319
123.4026794,41.78025055,16884-59806605,1320
123.3970108,41.78289032,16884-13092749,1321
123.3912888,41.76742935,16788-67472652,180
123.1911697,41.68534088,16400-13064836,1322
123.5041275,41.64099884,16399-67491379,197
123.5041275,41.64099884,16399-67491391,197
123.3990936,41.78593063,16884-60337037,1323
123.4945068,41.63238144,16399-67420697,1324
123.4003906,41.7820015,16884-67454497,194
123.4925919,41.63954163,16784-235020340,1325
123.4959869,41.63759995,16784-13060741,1326
123.4642105,41.72201157,16405-67481611,1327
123.4856567,41.80027008,16793-67226164,1328
123.4856567,41.80027008,16793-67226173,1328
123.560173,41.58811188,16784-67737653,1329
123.174057,41.74967957,16389-68022797,1330
123.174057,41.74967957,16389-68022795,1330
123.1757584,41.75733185,16389-12587653,1331
123.1894608,41.78302002,16389-60327813,1332
123.1947632,41.79299164,16389-234920991,1333
123.1649933,41.7436409,16400-60150403,1334
123.0617218,41.92488098,16385-67921676,1335
123.013298,41.95848083,16385-60322179,152
122.9704895,41.99243164,16394-249573131,1336
123.0349503,41.96205902,16385-2395405,1337
123.0257492,41.95175934,16385-67623691,1338
123.4856567,41.80027008,16793-67226144,1328
123.2902298,41.76979828,16651-234918413,1339
123.4874725,41.80281067,16793-2288179,709
123.4856567,41.80027008,16793-67226165,1328
123.1096497,41.91384888,16385-67920652,1340
123.4838562,41.80891037,16793-67263264,1341
123.0633774,41.91463089,16385-67622411,1342
123.3664627,41.76753998,16643-235147070,281
123.2398529,41.7648201,16389-12586627,1343
123.1681519,41.75511169,16389-234920204,1344
123.0617218,41.92488098,16385-67921677,1335
123.3370209,41.82825851,16888-67969804,297
123.0257492,41.95175934,16385-67623692,1338
123.5727615,41.86511993,16410-67982859,1345
123.2182083,41.85871124,16389-2244107,1346
123.3276978,41.82641983,16888-67867679,716
122.995697,41.97851181,16385-235057421,1347
123.1914215,41.82538986,16389-2448397,1348
123.1989288,41.83605957,16389-67331595,1349
123.1096497,41.91384888,16385-67920653,1340
123.2273483,41.76507187,16389-2197555,1350
123.4874725,41.80281067,16793-2288190,709
123.3614578,41.76667023,16643-67644222,271
123.1874008,41.77779007,16389-12587908,1351
123.1847229,41.75967026,16389-13066373,1352
122.9729919,41.97909927,16394-67968012,1353
122.9729919,41.97909927,16394-67968052,1353
122.995697,41.97851181,16385-235057419,1347
122.9983902,42.02111053,16394-67610165,160
123.4603119,41.83588028,16395-2491148,1354
123.7700577,41.85163116,16470-70603019,1355
123.1976089,41.76462173,16389-67890700,1205
123.0633774,41.91463089,16385-67622412,1342
123.1221466,41.9006691,16385-60153476,1356
123.4085693,41.81219864,16789-2165005,1357
123.4117737,41.83089066,16644-67291700,1358
123.399498,41.86359024,16792-67872524,1359
123.4011383,41.86730957,16792-61695373,1360
123.4078064,41.81684113,16644-67356437,1361
123.4104309,41.81703186,16789-67662899,514
123.4104309,41.81703186,16789-67662911,514
123.4079819,41.85531998,16792-67658805,919
123.4002914,41.81436157,16887-60020109,1362
123.4021606,41.8132515,16642-249679125,756
123.4113693,41.81541061,16789-67679037,57
123.4113922,41.83663177,16644-235145269,657
123.4087219,41.85224915,16644-67669813,655
123.4068832,41.81591034,16789-67251488,952
123.4113693,41.81541061,16789-67679007,57
123.4068832,41.81591034,16789-67251489,952
123.3956909,41.79013824,16655-67446837,1082
123.3798523,41.79164886,16794-235150861,1363
123.3947525,41.78841019,16655-67448331,1364
123.3891907,41.78546906,16884-67925280,806
123.3844299,41.78950119,16794-67640382,1365
123.3956909,41.79013824,16655-67446836,1082
123.3926926,41.78757095,16884-67448125,1366
123.3891907,41.78546906,16884-67451403,806
123.3726807,41.79486084,16794-2563350,445
123.3877335,41.78232956,16884-67453963,707
123.3926926,41.78757095,16884-67448075,1366
123.3726807,41.79486084,16794-2563093,445
123.3956909,41.79013824,16655-67446796,1082
123.4003677,41.79272079,16655-67444533,14
123.3947525,41.78841019,16655-67448373,1364
123.3731918,41.79338837,16794-2548277,455
123.3726807,41.79486084,16794-2563379,445
123.4225235,41.82743073,16644-67669555,576
123.4225235,41.82743073,16644-67669515,576
123.4081726,41.82555008,16644-67676980,1367
123.4225235,41.82743073,16644-67669565,576
123.4256592,41.82775879,16644-235158067,1251
123.4012222,41.85905838,16792-67643455,967
123.4327087,41.81156921,16789-67300158,728
123.4344177,41.81195831,16789-67315221,4
123.4431534,41.81735992,16885-67210559,548
123.4327087,41.81156921,16789-67300107,728
123.3906479,41.79708099,16794-249595197,1368
123.3817215,41.78807831,16794-67644448,1021
123.3309097,41.75085831,16651-2532876,1369
123.3856277,41.79330826,16794-67666189,1370
123.2803268,41.77149963,16651-60295812,1371
123.3315277,41.75074768,16651-2532916,1372
123.3843079,41.79750061,16794-235144244,1373
123.3309097,41.75085831,16651-2532877,1369
123.3565674,41.78981018,16406-67666485,894
123.4146729,41.79859161,16789-2270772,1374
123.4190521,41.80044937,16789-67575073,1051
123.4190521,41.80044937,16789-67575093,1051
123.4321976,41.77729034,16882-13082521,1151
123.4434891,41.77080917,16647-234958881,1375
123.3551483,41.7903595,16406-67682080,1376
123.4146729,41.79859161,16789-2270733,1374
123.3639832,41.79962921,16794-67641356,985
123.4195023,41.79898071,16640-67440141,486
123.4017715,41.79084015,16655-68120085,1377
123.4284592,41.79241943,16640-67477045,1378
123.4385071,41.79291916,16640-67189555,73
123.4421921,41.81624985,16885-67112981,1379
123.4273224,41.80459976,16789-67437109,648
123.4431534,41.81735992,16885-67210508,548
123.3591003,41.82505035,16409-67646517,1380
122.8448792,42.10118103,16641-67780876,1381
123.4062119,41.79008865,16884-67446591,179
123.4421921,41.81624985,16885-67113011,1379
123.4085464,41.85081863,16644-235146016,1382
123.4095688,41.84809113,16644-67658507,1383
122.6164703,41.50244141,16457-235650837,1384
123.2917175,41.85375977,16642-60652695,335
123.4095688,41.84809113,16644-67658547,1383
123.4095688,41.84809113,16644-67658557,1383
123.4085464,41.85081863,16644-235146047,1382
122.9904327,41.67195892,16642-67918870,1204
123.4085464,41.85081863,16644-235146036,1382
123.2591095,41.79880905,16654-235083277,1385
123.3538589,41.82863998,16409-59794699,1386
123.3065186,41.80070877,16654-67870783,697
123.3065186,41.80070877,16654-67870773,697
123.6372833,42.08224106,16653-60344708,1387
122.4053802,41.43859863,16768-71265804,1388
123.3261337,41.80942917,16888-67962637,482
123.0826111,41.74084854,16642-67918613,1389
122.7581863,41.54389191,16649-60308613,418
123.3345413,41.93780136,16790-68133428,1390
123.4159698,41.80778122,16789-67567934,0
123.3345413,41.93780136,16790-68133408,1390
123.4117737,41.83089066,16644-67291659,1358
123.4050293,41.82711029,16644-54532168,1391
123.3567581,41.79560852,16406-67637004,1392
123.3981323,41.84843826,16409-235156235,616
123.3753204,41.86518097,16797-67862323,693
123.3824997,41.85578918,16797-67845171,1182
123.4176178,41.85372162,16644-67669310,589
123.4083481,41.94533157,16886-2195764,836
123.5239487,41.95082092,16393-249684747,1393
123.4398422,41.92658997,16886-2371339,1394
123.3755112,41.83227158,16409-235155980,759
123.4244995,41.93050003,16886-67971597,1395
123.3733826,41.89693832,16797-59778316,1396
123.4087677,41.82728958,16644-67675681,83
123.4083481,41.94533157,16886-2195724,836
123.5192719,42.05313873,16653-67894856,1397
123.5416031,41.99060059,16653-2385421,1398
123.5131226,41.93125916,16393-67841853,1399
123.4186478,41.84656143,16644-67670580,314
123.399498,41.86359024,16792-67872525,1359
123.4207077,41.83255005,16644-67671347,730
123.4035416,41.92454147,16886-67515405,362
123.393837,41.82297134,16409-67646219,390
123.400322,41.82603073,16644-67668531,658
123.5400696,42.00228882,16653-249611787,240
123.4085617,41.92082977,16886-67561032,361
123.4144669,41.91923904,16886-54560327,364
123.35466,41.79874039,16388-235149068,1053
123.4087677,41.82728958,16644-67675680,83
123.4102173,41.90472031,16886-54568459,1400
123.5402374,41.98572159,16653-249612045,965
123.3622818,41.80791092,16794-67635211,1285
123.356308,41.80183029,16794-67649568,1058
123.5224533,41.8367691,16398-60134021,1401
123.5194092,41.83227921,16398-13088653,1402
123.4775467,41.82323074,16793-67230752,1403
123.4775467,41.82323074,16793-67230771,1403
123.4883118,41.77846146,16646-67249439,1404
123.4880219,41.77632904,16646-12619651,1405
123.4885406,41.78684998,16646-60300676,1406
123.53582,41.80881119,16398-234951231,1407
123.53582,41.80881119,16398-234951229,1407
123.4841766,41.79494095,16793-67233056,1408
123.4865036,41.79244995,16646-2521355,1409
123.4849701,41.79727936,16793-2396171,1410
123.3260727,41.78894043,16388-67421747,147
123.3603134,41.82818985,16409-235155468,1411
123.3608322,41.82999039,16409-67685407,1412
123.4050674,41.78152847,16401-67456408,1413
123.4996414,41.79658127,16793-234966028,1414
123.410408,41.84408951,16644-67649085,1235
123.3667297,41.79542923,16794-67635517,1265
123.3232727,41.78615189,16388-2517566,1415
123.3730774,41.82954025,16409-67647539,515
123.3789597,41.81676865,16887-2316044,1416
123.3798523,41.79164886,16794-235150901,1363
123.3932419,41.72365189,16650-67740961,1417
123.5339584,41.81151962,16398-2223421,1418
123.4670715,41.83361053,16395-12618137,161
123.4450302,41.82173157,16885-67212813,1419
123.3271637,41.79367065,16654-67421965,1420
123.3757095,41.72140121,16650-67522059,1421
123.4004211,41.73582077,16650-67552820,1422
123.3932419,41.72365189,16650-67740960,1417
123.3805923,41.76539993,16788-13093685,1423
123.3759003,41.82857132,16409-2166027,1030
123.3525925,41.81206131,16388-235161661,511
123.4857407,41.81367874,16793-67228703,1424
123.3805008,41.82862854,16409-67655743,531
123.4784317,41.86637115,16889-67843124,1425
123.4439392,41.84608841,16645-2529291,1426
123.4880219,41.77632904,16646-12619671,1405
123.5213699,41.79666901,16398-234970893,1427
123.536293,41.8035202,16398-67241781,1428
123.3731995,41.82484818,16409-67654923,1271
123.4259415,41.8384285,16644-67691551,1429
123.4704437,41.85153961,16645-60681861,1430
123.5472031,41.83459091,16410-67880716,1431
123.4402771,41.7974205,16640-67223348,504
123.4867172,41.78878021,16646-67273483,1432
123.4885406,41.78684998,16646-60300675,1406
123.5008087,41.82516861,16793-67275551,1433
123.478981,41.81678009,16793-68105484,838
123.3997192,41.83259964,16644-235154229,1434
123.4827881,41.79800034,16793-61670787,1435
123.448967,41.83317184,16645-234976523,1436
123.4117737,41.83089066,16644-67291699,1358
123.4996414,41.79658127,16793-234966029,1414
123.3844299,41.78950119,16794-67640373,1365
123.4838562,41.80891037,16793-67263265,1341
123.4887466,41.80942154,16793-67589645,1437
123.5339584,41.81151962,16398-2223372,1418
123.326973,41.80062103,16654-235187979,1438
123.4850006,41.80775833,16793-2376973,846
123.3859406,41.77843094,16788-12615813,1439
123.394043,41.79904938,16887-235143987,352
123.5581665,41.83324051,16411-67875596,1440
123.4793472,41.82582092,16395-67223841,861
123.3720779,41.82276917,16409-67646752,1272
123.5339584,41.81151962,16398-2223422,1418
123.356308,41.80183029,16794-67649567,1058
123.3262634,41.79748917,16654-67422476,279
123.4290619,41.81391907,16789-67791371,1441
123.4542313,41.85258102,16645-67235617,1442
123.4944763,41.79679108,16793-67232319,543
123.3933487,41.75432968,16788-67553548,1443
123.5048904,41.81439972,16793-2545677,1444
123.4532776,41.81713104,16885-67211019,509
123.3506165,41.69427109,16650-67528715,1445
123.53582,41.80881119,16398-234951181,1407
123.4780579,41.79174042,16646-67225888,1446
123.4856567,41.80027008,16793-67226145,1328
123.4836197,41.79064178,16646-234950451,1447
123.4836197,41.79064178,16646-234950411,1447
123.4836197,41.79064178,16646-234950461,1447
123.4836197,41.79064178,16646-234950463,1447
124.0002823,41.82408905,16469-61409155,1448
123.4799881,41.78993988,16646-13052045,1449
123.4887466,41.80942154,16793-67589644,1437
123.4888077,41.80838013,16883-12943757,1450
123.4856567,41.80027008,16793-67226174,1328
123.4849701,41.79727936,16793-2396211,1410
123.4841766,41.79494095,16793-67233086,1408
123.6303635,41.81452942,16411-2369803,850
123.3965378,41.79389954,16883-12923278,1132
123.4568787,41.81090164,16885-67206413,601
123.4780579,41.79174042,16646-67225889,1446
123.517189,41.82310104,16398-67229247,1451
123.454422,41.80472183,16885-67200565,308
123.4596024,41.79330063,16407-67190068,971
123.4857407,41.81367874,16793-67228723,1424
123.4838562,41.80891037,16793-67263284,1341
122.8089294,41.97360992,16641-235096587,1452
123.298233,41.80202866,16654-2173196,1453
123.3479233,41.77624893,16643-67926303,1454
